id;empresa;grupo;operacao;nivel;municipios;uf;mineral;produto;valor;valor_max;unidade;medida;periodo_tipo;periodo;escopo;tipo_valor;confianca;fonte_nome;fonte_url;fonte_tipo;coleta_metodo;coleta_data;status_validacao;observacao
PRD_0051;MOSAIC FERTILIZANTES P&K LTDA.;The Mosaic Company;Complexo de Catalão/Ouvidor, entre outras unidades no Brasil;empresa;"Catalão; Ouvidor";GO;Fosfato;rocha fosfática;4600000;;t;capacidade;ano;2025;consolidado_brasil;capacidade;media;Mosaic — Form 10-K FY2025;https://www.sec.gov/Archives/edgar/data/1285785/000128578526000017/mos-20251231.htm;ri_empresa;busca_web;2026-09-18;nao_validado;Capacidade anual declarada, não realização.
PRD_0052;MOSAIC FERTILIZANTES P&K LTDA.;The Mosaic Company;Complexo de Catalão/Ouvidor, entre outras unidades no Brasil;empresa;"Catalão; Ouvidor";GO;Fosfato;rocha fosfática;3900000;;t;produto_acabado;ano;2023;consolidado_brasil;realizado;media;Mosaic — Form 10-K FY2023;https://www.sec.gov/Archives/edgar/data/1285785/000161803424000004/mos-20231231.htm;ri_empresa;busca_web;2026-09-18;nao_validado;Publicado como ~3,9 milhões de t, cerca de 70% da produção brasileira estimada. Agrega todas as minas no Brasil.
PRD_0053;AMARILLO MINERACAO DO BRASIL LTDA;Hochschild Mining PLC;Mara Rosa (depósito Posse);empresa;Mara Rosa;GO;Ouro;ouro;7067;;oz;metal_em_concentrado;trimestre;2025-Q4;operacao_goias;realizado;media;Hochschild Mining — Q4 2025 Production Report;https://www.hochschildmining.com/media/xfpdwhfn/1b_q4-2025.pdf;ri_empresa;busca_web;2026-09-18;nao_validado;Onça troy. Com o subproduto de prata, equivale a 7.086 onças de ouro equivalente (GEO).
PRD_0054;AMARILLO MINERACAO DO BRASIL LTDA;Hochschild Mining PLC;Mara Rosa (depósito Posse);empresa;Mara Rosa;GO;Ouro;ouro;4474;;oz;metal_em_concentrado;trimestre;2025-Q3;operacao_goias;realizado;media;Hochschild Mining — Q3 2025 Production Report;https://www.hochschildmining.com/media/dv3oxpfe/1x_q3_final.pdf;ri_empresa;busca_web;2026-09-18;nao_validado;Queda ante 2024 explicada pelo plano de turnaround, que incluiu quatro semanas de planta parada.
PRD_0055;AMARILLO MINERACAO DO BRASIL LTDA;Hochschild Mining PLC;Mara Rosa (depósito Posse);empresa;Mara Rosa;GO;Ouro;ouro;35000;45000;oz;metal_em_concentrado;ano;2025;operacao_goias;guidance;alta;Hochschild Mining — guidance revisado de 2025 para Mara Rosa;https://www.hochschildmining.com/media/xfpdwhfn/1b_q4-2025.pdf;ri_empresa;busca_web;2026-09-18;nao_validado;Guidance revisado para baixo no ano (o anterior era 94.000–104.000 oz) por causa do ramp-up e do turnaround. O realizado anual de 2025 não foi localizado na coleta.
PRD_0056;AMARILLO MINERACAO DO BRASIL LTDA;Hochschild Mining PLC;Mara Rosa (depósito Posse);empresa;Mara Rosa;GO;Ouro;ouro;67000;80000;oz;metal_em_concentrado;ano;2026;operacao_goias;guidance;alta;Hochschild Mining — Full Year 2025 Results, guidance 2026;https://www.hochschildmining.com/media/mfdmgodd/1b_annual-results_final.pdf;ri_empresa;busca_web;2026-09-18;nao_validado;Parcela de Mara Rosa dentro do guidance atribuível do grupo de 300.000–328.000 GEO.
PRD_0057;AMARILLO MINERACAO DO BRASIL LTDA;Hochschild Mining PLC;Mara Rosa (depósito Posse);empresa;Mara Rosa;GO;Ouro;ouro equivalente (GEO);63770;;oz;metal_em_concentrado;ano;2024;operacao_goias;realizado;alta;Hochschild Mining — Q4 2024 Production Report;https://www.hochschildmining.com/media/4mdb1uec/1a_q4-production_final.pdf;ri_empresa;busca_web;2026-09-18;nao_validado;ONÇA DE OURO EQUIVALENTE, que soma o subproduto de prata ao ouro — não é o mesmo que onça de ouro. Primeiro ano da mina, abaixo do guidance original por causa do ramp-up mais lento no 2º e 3º trimestres.
PRD_0058;AMARILLO MINERACAO DO BRASIL LTDA;Hochschild Mining PLC;Mara Rosa (depósito Posse);empresa;Mara Rosa;GO;Ouro;ouro;25530;;oz;metal_em_concentrado;trimestre;2024-Q4;operacao_goias;realizado;alta;Hochschild Mining — Q4 2024 Production Report;https://www.hochschildmining.com/media/4mdb1uec/1a_q4-production_final.pdf;ri_empresa;busca_web;2026-09-18;nao_validado;Melhor trimestre da mina até então, com tonelagem e teores acima do 3T24.
PRD_0059;MINERACAO SERRA GRANDE S A;AngloGold Ashanti plc (até 12/2025) · Aura Minerals Inc. (a partir de 12/2025);Mineração Serra Grande (MSG);empresa;Crixás;GO;Ouro;ouro;80000;;oz;metal_em_concentrado;ano;2024;operacao_goias;realizado;alta;AngloGold Ashanti — resultados de 2024 (MSG, 80 koz);https://www.anglogoldashanti.com.br/;ri_empresa;busca_web;2026-09-18;nao_validado;"Publicado como 80 koz; 2023 foi 86 koz. Onça troy."
PRD_0060;MINERACAO SERRA GRANDE S A;AngloGold Ashanti plc (até 12/2025) · Aura Minerals Inc. (a partir de 12/2025);Mineração Serra Grande (MSG);empresa;Crixás;GO;Ouro;ouro;16000;;oz;metal_em_concentrado;trimestre;2025-Q2;operacao_goias;realizado;media;AngloGold Ashanti Brasil — Boletim Fatos e Dados, 2º trimestre de 2025;https://www.anglogoldashanti.com.br/;ri_empresa;busca_web;2026-09-18;nao_validado;Publicado arredondado, em mil onças.
PRD_0061;MINERACAO SERRA GRANDE S A;AngloGold Ashanti plc (até 12/2025) · Aura Minerals Inc. (a partir de 12/2025);Mineração Serra Grande (MSG);empresa;Crixás;GO;Ouro;ouro;15000;;oz;metal_em_concentrado;trimestre;2025-Q3;operacao_goias;realizado;media;AngloGold Ashanti Brasil — Boletim Fatos e Dados, 3º trimestre de 2025;https://www.anglogoldashanti.com.br/boletim-fatos-e-dados-anglogold-ashanti-informa-resultados-do-3o-trimestre-de-2025/;ri_empresa;busca_web;2026-09-18;nao_validado;Publicado arredondado, em mil onças.
PRD_0062;MINERACAO SERRA GRANDE S A;AngloGold Ashanti plc (até 12/2025) · Aura Minerals Inc. (a partir de 12/2025);Mineração Serra Grande (MSG);empresa;Crixás;GO;Ouro;minério alimentado na usina;1550000;;t;capacidade;ano;2025;operacao_goias;capacidade;baixa;Perfil da Mineração Serra Grande (capacidade de alimentação da usina);https://www.brasilmineral.com.br/maiores/mineracaoserragrande;imprensa_setorial;busca_web;2026-09-18;nao_validado;Capacidade de alimentação da usina metalúrgica. A Aura declara capacidade de 1,5 Mt/ano para a mesma planta — os dois números divergem e nenhum foi conferido no documento.
PRD_0063;MINERACAO SERRA GRANDE S A;AngloGold Ashanti plc (até 12/2025) · Aura Minerals Inc. (a partir de 12/2025);Mineração Serra Grande (MSG);empresa;Crixás;GO;Ouro;ouro;86000;;oz;metal_em_concentrado;ano;2023;operacao_goias;realizado;alta;AngloGold Ashanti — Form 20-F FY2023;https://www.sec.gov/Archives/edgar/data/0001973832/000162828024017820/au-20231231.htm;ri_empresa;busca_web;2026-09-18;nao_validado;Publicado como 86 koz. Queda de 2 koz sobre 2022, por menos minério processado, compensada em parte por teor recuperado maior.
PRD_0064;MINERACAO SERRA GRANDE S A;AngloGold Ashanti plc (até 12/2025) · Aura Minerals Inc. (a partir de 12/2025);Mineração Serra Grande (MSG);empresa;Crixás;GO;Ouro;ouro;88000;;oz;metal_em_concentrado;ano;2022;operacao_goias;realizado;alta;AngloGold Ashanti — Form 20-F FY2023 (base de comparação);https://www.sec.gov/Archives/edgar/data/0001973832/000162828024017820/au-20231231.htm;ri_empresa;busca_web;2026-09-18;nao_validado;Publicado como 88 koz.
PRD_0065;MINERACAO SERRA GRANDE S A;AngloGold Ashanti plc (até 12/2025) · Aura Minerals Inc. (a partir de 12/2025);Mineração Serra Grande (MSG);empresa;Crixás;GO;Ouro;ouro equivalente (GEO);8580;;oz;metal_em_concentrado;trimestre;2026-Q1;operacao_goias;realizado;alta;Aura Minerals — Preliminary Q1 2026 Production Results;https://www.globenewswire.com/news-release/2026/04/10/3271660/0/en/aura-announces-preliminary-q1-2026-production-results-another-record-high-and-on-track-with-the-company-guidance.html;ri_empresa;busca_web;2026-09-18;nao_validado;Primeiro trimestre cheio sob a Aura. ONÇA DE OURO EQUIVALENTE. As vendas do mesmo trimestre foram 9.508 GEO, acima da produção.
PRD_0066;MINERACAO SERRA GRANDE S A;AngloGold Ashanti plc (até 12/2025) · Aura Minerals Inc. (a partir de 12/2025);Mineração Serra Grande (MSG);empresa;Crixás;GO;Ouro;ouro equivalente (GEO);7200;;oz;metal_em_concentrado;trimestre;2026-Q2;operacao_goias;realizado;media;Aura Minerals — Preliminary Q2 2026 and H1 2026 Production Results;https://www.globenewswire.com/news-release/2026/07/10/3325488/0/en/Aura-Announces-Preliminary-Q2-2026-and-H1-2026-Production-Results.html;ri_empresa;busca_web;2026-09-18;nao_validado;Publicado arredondado como 7,2 mil GEO produzidas no trimestre. ONÇA DE OURO EQUIVALENTE. As vendas do trimestre foram 7.190 GEO, número próximo e que não deve ser confundido com a produção.
PRD_0067;MINERACAO SERRA GRANDE S A;AngloGold Ashanti plc (até 12/2025) · Aura Minerals Inc. (a partir de 12/2025);Mineração Serra Grande (MSG);empresa;Crixás;GO;Ouro;ouro equivalente (GEO);157574;;oz;metal_em_concentrado;semestre;2026-S1;consolidado_global;realizado;media;Aura Minerals — Preliminary Q2 2026 and H1 2026 Production Results;https://www.globenewswire.com/news-release/2026/07/10/3325488/0/en/Aura-Announces-Preliminary-Q2-2026-and-H1-2026-Production-Results.html;ri_empresa;busca_web;2026-09-18;nao_validado;"CONSOLIDADO MUNDIAL da Aura, com seis minas; a MSG de Crixás é uma delas. Outras fontes arredondam para 158 mil GEO."
PRD_0068;SERRA VERDE PESQUISA E MINERACAO LTDA;Serra Verde Group (adquirida pela USA Rare Earth em 04/2026);Pela Ema (Fase I);empresa;Minaçu;GO;Monazita e Terras-Raras;terras raras (carbonato misto, MREC);678;;t;embarque;ano;2025;operacao_goias;realizado;baixa;Venda bilionária da Serra Verde reposiciona Goiás entre EUA e China — Jornal Opção;https://www.jornalopcao.com.br/ultimas-noticias/venda-bilionaria-da-serra-verde-rompe-logica-internacional-e-reposiciona-goias-entre-eua-e-china-817773/;imprensa_geral;busca_web;2026-09-18;nao_validado;EMBARQUE para a China, não produção. No mesmo ano foram embarcados 51 kg para os Estados Unidos. A empresa era fechada em 2025 e não publicava volume de produção.
PRD_0069;SERRA VERDE PESQUISA E MINERACAO LTDA;Serra Verde Group (adquirida pela USA Rare Earth em 04/2026);Pela Ema (Fase I);empresa;Minaçu;GO;Monazita e Terras-Raras;óxido total de terras raras (TREO);6400;;t;meta;ano;2027;operacao_goias;meta;media;Serra Verde — plano de crescimento da Fase I;https://svpm.com.br/en/serra-verde-agreedusarareearth/;ri_empresa;busca_web;2026-09-18;nao_validado;"Meta para o fim de 2027, não realização. Uma das fontes consultadas cita 6.500 t para a mesma meta; a divergência não foi resolvida."
PRD_0070;SERRA VERDE PESQUISA E MINERACAO LTDA;Serra Verde Group (adquirida pela USA Rare Earth em 04/2026);Pela Ema (Fase I);empresa;Minaçu;GO;Monazita e Terras-Raras;terras raras (carbonato misto, MREC);51;;kg;embarque;ano;2025;operacao_goias;realizado;baixa;Venda bilionária da Serra Verde reposiciona Goiás entre EUA e China — Jornal Opção;https://www.jornalopcao.com.br/ultimas-noticias/venda-bilionaria-da-serra-verde-rompe-logica-internacional-e-reposiciona-goias-entre-eua-e-china-817773/;imprensa_geral;busca_web;2026-09-18;nao_validado;EMBARQUE para os Estados Unidos, não produção. Em quilos, ao lado das 678 t embarcadas para a China no mesmo ano: as duas unidades não se somam.
PRD_0071;SERRA VERDE PESQUISA E MINERACAO LTDA;Serra Verde Group (adquirida pela USA Rare Earth em 04/2026);Pela Ema (Fase I);empresa;Minaçu;GO;Monazita e Terras-Raras;terras raras (carbonato misto, MREC);2;;t;embarque;trimestre;2026-Q1;operacao_goias;realizado;baixa;Venda bilionária da Serra Verde reposiciona Goiás entre EUA e China — Jornal Opção;https://www.jornalopcao.com.br/ultimas-noticias/venda-bilionaria-da-serra-verde-rompe-logica-internacional-e-reposiciona-goias-entre-eua-e-china-817773/;imprensa_geral;busca_web;2026-09-18;nao_validado;"EMBARQUE, não produção. Primeiro carregamento americano de 2026, despachado em fevereiro; no ano nenhum quilo saiu para a China."
PRD_0072;COMPANHIA BRASILEIRA DE ALUMINIO;Companhia Brasileira de Alumínio (Votorantim);Unidade de bauxita de Barro Alto;empresa;Barro Alto;GO;Alumínio (Bauxita);bauxita;576000;;t;minerio_rom;ano;2024;operacao_goias;realizado;media;CBA — relatório anual / RI (produção de bauxita por unidade);https://ri.cba.com.br/en/cba/products-and-productive-processes/;ri_empresa;busca_web;2026-09-18;nao_validado;Publicado como 576 kt. É o único número por unidade em Goiás localizado na coleta. O de 2025 não foi localizado.
PRD_0073;COMPANHIA BRASILEIRA DE ALUMINIO;Companhia Brasileira de Alumínio (Votorantim);Unidade de bauxita de Barro Alto;empresa;Barro Alto;GO;Alumínio (Bauxita);bauxita;2350000;;t;minerio_rom;ano;2024;consolidado_brasil;realizado;media;CBA — relatório anual / RI (produção total de bauxita);https://ri.cba.com.br/en/cba/products-and-productive-processes/;ri_empresa;busca_web;2026-09-18;nao_validado;Publicado como 2.350 kt, somando Barro Alto (GO), Miraí (1.404 kt), Itamarati de Minas e Poços de Caldas (370 kt), em MG. NÃO é número de Goiás.
PRD_0074;COMPANHIA BRASILEIRA DE ALUMINIO;Companhia Brasileira de Alumínio (Votorantim);Unidade de bauxita de Barro Alto;empresa;Barro Alto;GO;Alumínio (Bauxita);bauxita;1400000;;t;capacidade;ano;2024;operacao_goias;capacidade;media;CBA — capacidade instalada da unidade de Barro Alto;https://ri.cba.com.br/en/cba/products-and-productive-processes/;ri_empresa;busca_web;2026-09-18;nao_validado;"Capacidade instalada de 1,4 Mt/ano; a unidade entrou em operação em 2019."
PRD_0075;COMPANHIA BRASILEIRA DE ALUMINIO;Companhia Brasileira de Alumínio (Votorantim);Unidade de bauxita de Barro Alto;empresa;Barro Alto;GO;Alumínio (Bauxita);bauxita beneficiada;1999000;;t;produto_acabado;ano;2024;consolidado_brasil;realizado;media;CBA — relatório anual / RI (bauxita beneficiada);https://ri.cba.com.br/en/cba/products-and-productive-processes/;ri_empresa;busca_web;2026-09-18;nao_validado;Publicado como 1.999 kt. Soma as unidades de GO e MG: NÃO é número de Goiás.
PRD_0076;COMPANHIA BRASILEIRA DE ALUMINIO;Companhia Brasileira de Alumínio (Votorantim);Unidade de bauxita de Barro Alto;empresa;Barro Alto;GO;Alumínio (Bauxita);óxido de alumínio (alumina);722000;;t;produto_acabado;ano;2024;consolidado_brasil;realizado;media;CBA — relatório anual / RI (óxido de alumínio);https://ri.cba.com.br/en/cba/products-and-productive-processes/;ri_empresa;busca_web;2026-09-18;nao_validado;"Publicado como 722 kt. Primeiro produto químico da bauxita; o alumínio líquido, passo seguinte, fica fora da base pela regra de corte."
PRD_0077;BRASIL MINERIOS S/A;Brasil Minérios S/A;São Luís de Montes Belos;operacao;"São Luís de Montes Belos; Sanclerlândia; Catalão";GO;Vermiculita e Perlita;vermiculita;80000;;t;capacidade;ano;2025;operacao_goias;capacidade;baixa;Maior mina de vermiculita do Brasil vai ser expandida — IBRAM;https://ibram.org.br/noticia/maior-mina-de-vermiculita-do-brasil-vai-ser-expandida/;imprensa_setorial;busca_web;2026-09-18;nao_validado;CAPACIDADE, não produção. A empresa é fechada e não publica volume produzido. A notícia registra plano de elevar a capacidade em Goiás para 100.000 t/ano e afirma participação de cerca de 90% da produção nacional de vermiculita.
PRD_0078;BRASIL MINERIOS S/A;Brasil Minérios S/A;Minas e usinas de vermiculita;empresa;"São Luís de Montes Belos; Sanclerlândia; Catalão";GO;Vermiculita e Perlita;vermiculita;100000;;t;meta;ano;2026;operacao_goias;meta;baixa;Maior mina de vermiculita do Brasil vai ser expandida — IBRAM;https://ibram.org.br/noticia/maior-mina-de-vermiculita-do-brasil-vai-ser-expandida/;imprensa_setorial;busca_web;2026-09-18;nao_validado;META de capacidade em Goiás anunciada na expansão, sem ano de conclusão declarado na fonte — o período aqui é o da publicação, não um compromisso datado pela empresa.
