Rodada;NumeroArea;ProcessoMinerario;Situacao;Modalidade;RegimeDisponibilidade;Municipio;UnidadeFederacao;AreaPoligonal;ValorLanceVencedorReais;NomeVencedor;CpfCnpjVencedor
2;6523;864281/2013;Conquistada;Oferta Pública;Pesquisa;ARAGUAÍNA;Tocantins;9404,87;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6524;864358/2012;Aguardando Leilão;Oferta Pública;Pesquisa;ARAGUAÍNA;Tocantins;1038,03;0,00;;
2;6524;864358/2012;Arrematada;Proposta Fechada;Pesquisa;ARAGUAÍNA;Tocantins;1038,03;22000,00;B & R METAIS LTDA;029.**.***/****46
2;6525;864341/2015;Conquistada;Oferta Pública;Pesquisa;ARAGOMINAS;Tocantins;484,35;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6526;864279/2015;Conquistada;Oferta Pública;Pesquisa;ARAGUAÍNA;Tocantins;49,98;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6527;864280/2013;Conquistada;Oferta Pública;Pesquisa;ARAGUAÍNA;Tocantins;7564,41;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6528;864294/2016;Aguardando Leilão;Oferta Pública;Pesquisa;ARAGUANÃ;Tocantins;29,97;0,00;;
2;6528;864294/2016;Arrematada;Proposta Fechada;Pesquisa;ARAGUANÃ;Tocantins;29,97;6000,00;B & R METAIS LTDA;029.**.***/****46
2;6529;864311/2016;Conquistada;Oferta Pública;Pesquisa;ARAGUANÃ;Tocantins;99,42;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6530;864315/2016;Conquistada;Oferta Pública;Pesquisa;ARAGUANÃ;Tocantins;49,89;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6531;864500/2012;Conquistada;Oferta Pública;Pesquisa;ARAGOMINAS;Tocantins;432,22;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6532;864003/2014;Arrematada;Proposta Fechada;Pesquisa;ARAGUATINS;Tocantins;1197,58;31127,34;MINERADORA TABOCAO LTDA;345.**.***/****14
2;6532;864003/2014;Aguardando Leilão;Oferta Pública;Pesquisa;ARAGUATINS;Tocantins;1197,58;0,00;;
2;6533;864166/2014;Conquistada;Oferta Pública;Pesquisa;ARAGUATINS;Tocantins;16,26;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6534;864289/2015;Conquistada;Oferta Pública;Pesquisa;ARAGUATINS;Tocantins;223,96;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6535;864385/2014;Conquistada;Oferta Pública;Pesquisa;ARAGUATINS;Tocantins;361,52;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6536;864404/2014;Conquistada;Oferta Pública;Pesquisa;ARAGUATINS;Tocantins;34,44;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6537;864453/2012;Conquistada;Oferta Pública;Pesquisa;ARAGUATINS;Tocantins;604,18;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6538;864094/2017;Arrematada;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;7509,34;20102,00;J C BATISTA ENGENHARIA E PROJETOS EIRELI;114.**.***/****02
2;6538;864094/2017;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;7509,34;0,00;;
2;6539;864114/2012;Arrematada;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;225,07;5079,00;CSN CIMENTOS S.A.;382.**.***/****15
2;6539;864114/2012;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;225,07;0,00;;
2;6540;864173/2014;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;816,91;0,00;;
2;6540;864173/2014;Arrematada;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;816,91;5079,00;CSN CIMENTOS S.A.;382.**.***/****15
2;6541;864174/2014;Arrematada;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;719,85;5079,00;CSN CIMENTOS S.A.;382.**.***/****15
2;6541;864174/2014;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;719,85;0,00;;
2;6542;864176/2014;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;669,50;0,00;;
2;6542;864176/2014;Arrematada;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;669,50;5079,00;CSN CIMENTOS S.A.;382.**.***/****15
2;6543;864198/2006;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;3390,81;0,00;;
2;6543;864198/2006;Arrematada;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;3390,81;11000,00;CESAR AUGUSTO DE SOUSA SENA;115.***.***00
2;6544;864199/2006;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;563,04;0,00;;
2;6544;864199/2006;Livre;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;563,04;0,00;;
2;6545;864200/2006;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;1787,93;0,00;;
2;6545;864200/2006;Arrematada;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;1787,93;27000,00;CESAR AUGUSTO DE SOUSA SENA;115.***.***00
2;6546;864267/2012;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;720,54;0,00;;
2;6546;864267/2012;Livre;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;720,54;0,00;;
2;6547;864381/2012;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;6432,59;0,00;;
2;6547;864381/2012;Arrematada;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;6432,59;5001,00;EDEM EMPRESA DE DESENVOLVIMENTO EM MINERACAO E PARTICIPACOES LTDA;005.**.***/****08
2;6548;864543/2005;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;328,45;0,00;;
2;6548;864543/2005;Arrematada;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;328,45;2000,00;CESAR AUGUSTO DE SOUSA SENA;115.***.***00
2;6549;864346/2013;Conquistada;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;18,70;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6550;864293/2014;Arrematada;Proposta Fechada;Pesquisa;ARRAIAS;Tocantins;353,97;5600,00;FILLIPE LEITE MARZOLA SANTOS;738.***.***20
2;6550;864293/2014;Aguardando Leilão;Oferta Pública;Pesquisa;ARRAIAS;Tocantins;353,97;0,00;;
2;6551;864171/2014;Aguardando Leilão;Oferta Pública;Pesquisa;AURORA DO TOCANTINS;Tocantins;2912,33;0,00;;
2;6551;864171/2014;Livre;Proposta Fechada;Pesquisa;AURORA DO TOCANTINS;Tocantins;2912,33;0,00;;
2;6552;864192/2014;Livre;Proposta Fechada;Pesquisa;BANDEIRANTES DO TOCANTINS;Tocantins;679,12;0,00;;
2;6552;864192/2014;Aguardando Leilão;Oferta Pública;Pesquisa;BANDEIRANTES DO TOCANTINS;Tocantins;679,12;0,00;;
2;6553;864044/2015;Aguardando Leilão;Oferta Pública;Pesquisa;BARRA DO OURO;Tocantins;988,47;0,00;;
2;6553;864044/2015;Livre;Proposta Fechada;Pesquisa;BARRA DO OURO;Tocantins;988,47;0,00;;
2;6554;864083/2015;Aguardando Leilão;Oferta Pública;Pesquisa;BARRA DO OURO;Tocantins;47,07;0,00;;
2;6554;864083/2015;Arrematada;Proposta Fechada;Pesquisa;BARRA DO OURO;Tocantins;47,07;20300,00;AGUIA CONSTRUCOES EIRELI;059.**.***/****59
2;6555;864383/2013;Conquistada;Oferta Pública;Pesquisa;BRASILÂNDIA DO TOCANTINS;Tocantins;179,25;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6556;864001/2013;Livre;Proposta Fechada;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;116,66;0,00;;
2;6556;864001/2013;Aguardando Leilão;Oferta Pública;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;116,66;0,00;;
2;6557;864115/2015;Conquistada;Oferta Pública;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;12,09;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6558;864180/2015;Conquistada;Oferta Pública;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;186,41;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6559;864226/2016;Aguardando Leilão;Oferta Pública;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;6669,49;0,00;;
2;6559;864226/2016;Arrematada;Proposta Fechada;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;6669,49;3000,00;ONCA PUMA MINERACAO LTDA;395.**.***/****79
2;6560;864320/2016;Conquistada;Oferta Pública;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;1888,19;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6561;864310/2013;Conquistada;Oferta Pública;Pesquisa;ALIANÇA DO TOCANTINS;Tocantins;999,91;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6562;864795/2011;Conquistada;Oferta Pública;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;1849,78;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6563;864241/2012;Conquistada;Oferta Pública;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;9762,75;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6564;864503/2012;Conquistada;Oferta Pública;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;9888,98;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6565;864030/2017;Conquistada;Oferta Pública;Pesquisa;CAMPOS LINDOS;Tocantins;1811,68;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6566;864282/2013;Conquistada;Oferta Pública;Pesquisa;ARAGUAÍNA;Tocantins;5515,39;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6567;864014/2014;Conquistada;Oferta Pública;Pesquisa;CHAPADA DA NATIVIDADE;Tocantins;774,82;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6568;864223/2014;Conquistada;Oferta Pública;Pesquisa;CHAPADA DA NATIVIDADE;Tocantins;100,80;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6569;864435/2012;Conquistada;Oferta Pública;Pesquisa;CHAPADA DA NATIVIDADE;Tocantins;46,41;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6570;864506/2012;Arrematada;Proposta Fechada;Pesquisa;CHAPADA DA NATIVIDADE;Tocantins;229,86;25000,00;CESAR AUGUSTO DE SOUSA SENA;115.***.***00
2;6570;864506/2012;Aguardando Leilão;Oferta Pública;Pesquisa;CHAPADA DA NATIVIDADE;Tocantins;229,86;0,00;;
2;6571;864531/2012;Conquistada;Oferta Pública;Pesquisa;CHAPADA DA NATIVIDADE;Tocantins;9630,94;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6572;864142/2014;Aguardando Leilão;Oferta Pública;Pesquisa;CHAPADA DA NATIVIDADE;Tocantins;949,27;0,00;;
2;6572;864142/2014;Livre;Proposta Fechada;Pesquisa;CHAPADA DA NATIVIDADE;Tocantins;949,27;0,00;;
2;6573;864529/2012;Conquistada;Oferta Pública;Pesquisa;CHAPADA DA NATIVIDADE;Tocantins;9671,93;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6574;864387/2012;Conquistada;Oferta Pública;Pesquisa;CHAPADA DE AREIA;Tocantins;9774,10;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6575;864219/2012;Arrematada;Proposta Fechada;Pesquisa;COLMÉIA;Tocantins;9716,18;4500,00;RONALDO MENDES BORGES;932.***.***78
2;6575;864219/2012;Aguardando Leilão;Oferta Pública;Pesquisa;COLMÉIA;Tocantins;9716,18;0,00;;
2;6576;864212/2012;Aguardando Leilão;Oferta Pública;Pesquisa;COLMÉIA;Tocantins;9761,45;0,00;;
2;6576;864212/2012;Arrematada;Proposta Fechada;Pesquisa;COLMÉIA;Tocantins;9761,45;30800,00;MC CAMARGO & CIA LTDA;053.**.***/****09
2;6577;864218/2012;Arrematada;Proposta Fechada;Pesquisa;COLMÉIA;Tocantins;8837,90;31600,00;MC CAMARGO & CIA LTDA;053.**.***/****09
2;6577;864218/2012;Aguardando Leilão;Oferta Pública;Pesquisa;COLMÉIA;Tocantins;8837,90;0,00;;
2;6578;864211/2012;Aguardando Leilão;Oferta Pública;Pesquisa;COLMÉIA;Tocantins;9680,66;0,00;;
2;6578;864211/2012;Arrematada;Proposta Fechada;Pesquisa;COLMÉIA;Tocantins;9680,66;4500,00;RONALDO MENDES BORGES;932.***.***78
2;6579;851776/2013;Conquistada;Oferta Pública;Pesquisa;BERNARDO SAYÃO;Tocantins;1079,16;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6580;864196/2014;Conquistada;Oferta Pública;Pesquisa;CONCEIÇÃO DO TOCANTINS;Tocantins;9265,35;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6581;864197/2014;Arrematada;Proposta Fechada;Pesquisa;CONCEIÇÃO DO TOCANTINS;Tocantins;9554,70;6000,00;RODRIGO MEIRELES MATTOS RODRIGUES;693.***.***20
2;6581;864197/2014;Aguardando Leilão;Oferta Pública;Pesquisa;CONCEIÇÃO DO TOCANTINS;Tocantins;9554,70;0,00;;
2;6582;864163/2014;Aguardando Leilão;Oferta Pública;Pesquisa;CRISTALÂNDIA;Tocantins;1522,52;0,00;;
2;6582;864163/2014;Arrematada;Proposta Fechada;Pesquisa;CRISTALÂNDIA;Tocantins;1522,52;36300,00;WALTER RODRIGUES JUNIOR;343.***.***04
2;6583;864364/2012;Conquistada;Oferta Pública;Pesquisa;CRISTALÂNDIA;Tocantins;399,46;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6584;864230/2015;Conquistada;Oferta Pública;Pesquisa;DARCINÓPOLIS;Tocantins;421,00;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6585;864216/2014;Conquistada;Oferta Pública;Pesquisa;DARCINÓPOLIS;Tocantins;1337,79;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6586;864025/2013;Conquistada;Oferta Pública;Pesquisa;DIANÓPOLIS;Tocantins;1136,06;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6587;864033/2015;Aguardando Leilão;Oferta Pública;Pesquisa;DIANÓPOLIS;Tocantins;1181,68;0,00;;
2;6587;864033/2015;Arrematada;Proposta Fechada;Pesquisa;DIANÓPOLIS;Tocantins;1181,68;50000,00;AURA ALMAS MINERACAO S/A;082.**.***/****07
2;6588;864200/2013;Conquistada;Oferta Pública;Pesquisa;DIANÓPOLIS;Tocantins;985,06;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6589;864282/2015;Arrematada;Proposta Fechada;Pesquisa;DIANÓPOLIS;Tocantins;1752,16;30000,00;AURA ALMAS MINERACAO S/A;082.**.***/****07
2;6589;864282/2015;Aguardando Leilão;Oferta Pública;Pesquisa;DIANÓPOLIS;Tocantins;1752,16;0,00;;
2;6590;864284/2016;Aguardando Leilão;Oferta Pública;Pesquisa;DIANÓPOLIS;Tocantins;488,31;0,00;;
2;6590;864284/2016;Arrematada;Proposta Fechada;Pesquisa;DIANÓPOLIS;Tocantins;488,31;15000,00;AURA ALMAS MINERACAO S/A;082.**.***/****07
2;6591;864507/2012;Arrematada;Proposta Fechada;Pesquisa;DIANÓPOLIS;Tocantins;4029,41;15000,00;AURA ALMAS MINERACAO S/A;082.**.***/****07
2;6591;864507/2012;Aguardando Leilão;Oferta Pública;Pesquisa;DIANÓPOLIS;Tocantins;4029,41;0,00;;
2;6592;864522/2012;Aguardando Leilão;Oferta Pública;Pesquisa;DIANÓPOLIS;Tocantins;7890,26;0,00;;
2;6592;864522/2012;Arrematada;Proposta Fechada;Pesquisa;DIANÓPOLIS;Tocantins;7890,26;50000,00;AURA ALMAS MINERACAO S/A;082.**.***/****07
2;6593;864540/2012;Arrematada;Proposta Fechada;Pesquisa;DIANÓPOLIS;Tocantins;9608,98;20000,00;AURA ALMAS MINERACAO S/A;082.**.***/****07
2;6593;864540/2012;Aguardando Leilão;Oferta Pública;Pesquisa;DIANÓPOLIS;Tocantins;9608,98;0,00;;
2;6594;864019/2013;Livre;Proposta Fechada;Pesquisa;DIANÓPOLIS;Tocantins;412,00;0,00;;
2;6594;864019/2013;Aguardando Leilão;Oferta Pública;Pesquisa;DIANÓPOLIS;Tocantins;412,00;0,00;;
2;6595;864125/2013;Conquistada;Oferta Pública;Pesquisa;DIVINÓPOLIS DO TOCANTINS;Tocantins;684,57;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6596;864386/2012;Livre;Proposta Fechada;Pesquisa;DIVINÓPOLIS DO TOCANTINS;Tocantins;9755,38;0,00;;
2;6596;864386/2012;Aguardando Leilão;Oferta Pública;Pesquisa;DIVINÓPOLIS DO TOCANTINS;Tocantins;9755,38;0,00;;
2;6597;864096/2013;Arrematada;Proposta Fechada;Pesquisa;DOIS IRMÃOS DO TOCANTINS;Tocantins;9994,36;3500,00;"Bruno Otavio Carrijo Silva Tomazini Amorim ";072.***.***88
2;6597;864096/2013;Aguardando Leilão;Oferta Pública;Pesquisa;DOIS IRMÃOS DO TOCANTINS;Tocantins;9994,36;0,00;;
2;6598;864097/2013;Aguardando Leilão;Oferta Pública;Pesquisa;DOIS IRMÃOS DO TOCANTINS;Tocantins;9997,47;0,00;;
2;6598;864097/2013;Arrematada;Proposta Fechada;Pesquisa;DOIS IRMÃOS DO TOCANTINS;Tocantins;9997,47;3500,00;"Bruno Otavio Carrijo Silva Tomazini Amorim ";072.***.***88
2;6599;864187/2012;Arrematada;Proposta Fechada;Pesquisa;DOIS IRMÃOS DO TOCANTINS;Tocantins;9498,21;3500,00;"Bruno Otavio Carrijo Silva Tomazini Amorim ";072.***.***88
2;6599;864187/2012;Aguardando Leilão;Oferta Pública;Pesquisa;DOIS IRMÃOS DO TOCANTINS;Tocantins;9498,21;0,00;;
2;6600;864188/2012;Aguardando Leilão;Oferta Pública;Pesquisa;DOIS IRMÃOS DO TOCANTINS;Tocantins;9764,29;0,00;;
2;6600;864188/2012;Arrematada;Proposta Fechada;Pesquisa;DOIS IRMÃOS DO TOCANTINS;Tocantins;9764,29;3500,00;"Bruno Otavio Carrijo Silva Tomazini Amorim ";072.***.***88
2;6601;864190/2012;Aguardando Leilão;Oferta Pública;Pesquisa;DOIS IRMÃOS DO TOCANTINS;Tocantins;9680,85;0,00;;
2;6601;864190/2012;Arrematada;Proposta Fechada;Pesquisa;DOIS IRMÃOS DO TOCANTINS;Tocantins;9680,85;3500,00;"Bruno Otavio Carrijo Silva Tomazini Amorim ";072.***.***88
2;6602;864189/2012;Aguardando Leilão;Oferta Pública;Pesquisa;ABREULÂNDIA;Tocantins;9706,09;0,00;;
2;6602;864189/2012;Arrematada;Proposta Fechada;Pesquisa;ABREULÂNDIA;Tocantins;9706,09;5000,00;ELIANE E SILVA RODRIGUES;031.***.***07
2;6603;864078/2015;Conquistada;Oferta Pública;Pesquisa;ALIANÇA DO TOCANTINS;Tocantins;416,01;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6604;864085/2014;Conquistada;Oferta Pública;Pesquisa;ALIANÇA DO TOCANTINS;Tocantins;421,22;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6605;864168/2015;Conquistada;Oferta Pública;Pesquisa;FÁTIMA;Tocantins;46,72;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6606;864027/2013;Aguardando Leilão;Oferta Pública;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;592,22;0,00;;
2;6606;864027/2013;Arrematada;Proposta Fechada;Pesquisa;BREJINHO DE NAZARÉ;Tocantins;592,22;5000,00;ELIANE E SILVA RODRIGUES;031.***.***07
2;6607;864266/2012;Aguardando Leilão;Oferta Pública;Pesquisa;FIGUEIRÓPOLIS;Tocantins;1496,26;0,00;;
2;6607;864266/2012;Arrematada;Proposta Fechada;Pesquisa;FIGUEIRÓPOLIS;Tocantins;1496,26;11999,99;FORTALEZA MINERADORA LTDA;372.**.***/****46
2;6608;864332/2015;Aguardando Leilão;Oferta Pública;Pesquisa;FILADÉLFIA;Tocantins;783,62;0,00;;
2;6608;864332/2015;Arrematada;Proposta Fechada;Pesquisa;FILADÉLFIA;Tocantins;783,62;70251,00;Mineração Serra Dourada Ltda;055.**.***/****85
2;6609;864128/2013;Conquistada;Oferta Pública;Pesquisa;CARIRI DO TOCANTINS;Tocantins;752,04;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6610;864023/2017;Aguardando Leilão;Oferta Pública;Pesquisa;GUARAÍ;Tocantins;996,56;0,00;;
2;6610;864023/2017;Arrematada;Proposta Fechada;Pesquisa;GUARAÍ;Tocantins;996,56;5000,00;ELIANE E SILVA RODRIGUES;031.***.***07
2;6611;864025/2016;Arrematada;Proposta Fechada;Pesquisa;IPUEIRAS;Tocantins;2291,51;20000,00;PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA;057.**.***/****63
2;6611;864025/2016;Aguardando Leilão;Oferta Pública;Pesquisa;IPUEIRAS;Tocantins;2291,51;0,00;;
2;6612;864182/2014;Aguardando Leilão;Oferta Pública;Pesquisa;IPUEIRAS;Tocantins;417,81;0,00;;
2;6612;864182/2014;Arrematada;Proposta Fechada;Pesquisa;IPUEIRAS;Tocantins;417,81;1500,00;PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA;057.**.***/****63
2;6613;864184/2015;Conquistada;Oferta Pública;Pesquisa;ITACAJÁ;Tocantins;9871,61;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6614;864124/2015;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;50,00;0,00;;
2;6614;864124/2015;Livre;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;50,00;0,00;;
2;6615;864187/2015;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;49,58;0,00;;
2;6615;864187/2015;Arrematada;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;49,58;10000,00;GRANIMARBELLE BRAZIL LTDA;109.**.***/****73
2;6616;864188/2015;Arrematada;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;53,05;5999,99;FORTALEZA MINERADORA LTDA;372.**.***/****46
2;6616;864188/2015;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;53,05;0,00;;
2;6617;864201/2012;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;150,35;0,00;;
2;6617;864201/2012;Arrematada;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;150,35;5000,00;ELIANE E SILVA RODRIGUES;031.***.***07
2;6618;864203/2012;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;318,30;0,00;;
2;6618;864203/2012;Arrematada;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;318,30;21000,00;WALTER BLOCHLE;143.***.***46
2;6619;864204/2012;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;414,73;0,00;;
2;6619;864204/2012;Arrematada;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;414,73;51100,00;D'MINAS MINERACAO & LOGISTICA LTDA.;218.**.***/****50
2;6620;864216/2017;Livre;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;991,67;0,00;;
2;6620;864216/2017;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;991,67;0,00;;
2;6621;864217/2017;Livre;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;992,15;0,00;;
2;6621;864217/2017;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;992,15;0,00;;
2;6622;864218/2017;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;997,33;0,00;;
2;6622;864218/2017;Arrematada;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;997,33;1273,97;TROPICO MINERACAO LTDA;037.**.***/****68
2;6623;864285/2016;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;474,05;0,00;;
2;6623;864285/2016;Arrematada;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;474,05;101300,00;D'MINAS MINERACAO & LOGISTICA LTDA.;218.**.***/****50
2;6624;864120/2014;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;278,94;0,00;;
2;6624;864120/2014;Arrematada;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;278,94;4000,00;KELVIA RAYANA PEREIRA RODRIGUES;001.***.***28
2;6625;864403/2012;Arrematada;Proposta Fechada;Pesquisa;JAÚ DO TOCANTINS;Tocantins;9712,12;21000,00;WALTER BLOCHLE;143.***.***46
2;6625;864403/2012;Aguardando Leilão;Oferta Pública;Pesquisa;JAÚ DO TOCANTINS;Tocantins;9712,12;0,00;;
2;6626;864251/2012;Aguardando Leilão;Oferta Pública;Pesquisa;CRISTALÂNDIA;Tocantins;2223,87;0,00;;
2;6626;864251/2012;Livre;Proposta Fechada;Pesquisa;CRISTALÂNDIA;Tocantins;2223,87;0,00;;
2;6627;864244/2016;Conquistada;Oferta Pública;Pesquisa;MATEIROS;Tocantins;3,10;0,00;C. CARVALHO ARAUJO LTDA;186.**.***/****02
2;6628;864129/2012;Livre;Proposta Fechada;Pesquisa;MIRANORTE;Tocantins;9911,28;0,00;;
2;6628;864129/2012;Aguardando Leilão;Oferta Pública;Pesquisa;MIRANORTE;Tocantins;9911,28;0,00;;
2;6629;864142/2015;Arrematada;Proposta Fechada;Pesquisa;MIRANORTE;Tocantins;46,45;3036,23;MINERADORA TABOCAO LTDA;345.**.***/****14
2;6629;864142/2015;Aguardando Leilão;Oferta Pública;Pesquisa;MIRANORTE;Tocantins;46,45;0,00;;
2;6630;864210/2012;Arrematada;Proposta Fechada;Pesquisa;COLMÉIA;Tocantins;9810,28;4500,00;RONALDO MENDES BORGES;932.***.***78
2;6630;864210/2012;Aguardando Leilão;Oferta Pública;Pesquisa;COLMÉIA;Tocantins;9810,28;0,00;;
2;6631;864203/2010;Suspensa;Oferta Pública;Pesquisa;MONTE DO CARMO;Tocantins;2168,33;0,00;;
2;6632;864524/2012;Arrematada;Proposta Fechada;Pesquisa;MONTE DO CARMO;Tocantins;9361,47;71500,00;NEEO MINERALS PESQUISA MINERAL LTDA;378.**.***/****87
2;6632;864524/2012;Aguardando Leilão;Oferta Pública;Pesquisa;MONTE DO CARMO;Tocantins;9361,47;0,00;;
2;6633;864525/2012;Aguardando Leilão;Oferta Pública;Pesquisa;MONTE DO CARMO;Tocantins;9710,25;0,00;;
2;6633;864525/2012;Arrematada;Proposta Fechada;Pesquisa;MONTE DO CARMO;Tocantins;9710,25;37147,93;KURT HERWIG MENCHEN;219.***.***87
2;6634;864068/2011;Arrematada;Proposta Fechada;Pesquisa;MONTE SANTO DO TOCANTINS;Tocantins;9762,05;6000,00;GUPTA ADMINISTRACAO DE IMOVEIS LTDA;279.**.***/****21
