mineral_id,year,scenario,parameter_name,parameter_value,source_id
MIN_003,2028,expansao,project_utilization_rate,0.903,SRC_DEMO_001
MIN_003,2028,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2028,expansao,market_capture_factor,1.061,SRC_DEMO_001
MIN_003,2029,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2029,conservador,project_utilization_rate,0.626,SRC_DEMO_001
MIN_003,2029,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2029,conservador,market_capture_factor,0.952,SRC_DEMO_001
MIN_003,2029,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2029,referencia,project_utilization_rate,0.806,SRC_DEMO_001
MIN_003,2029,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2029,referencia,market_capture_factor,1.002,SRC_DEMO_001
MIN_003,2029,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2029,expansao,project_utilization_rate,0.906,SRC_DEMO_001
MIN_003,2029,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2029,expansao,market_capture_factor,1.062,SRC_DEMO_001
MIN_003,2030,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2030,conservador,project_utilization_rate,0.629,SRC_DEMO_001
MIN_003,2030,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2030,conservador,market_capture_factor,0.953,SRC_DEMO_001
MIN_003,2030,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2030,referencia,project_utilization_rate,0.809,SRC_DEMO_001
MIN_003,2030,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2030,referencia,market_capture_factor,1.003,SRC_DEMO_001
MIN_003,2030,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2030,expansao,project_utilization_rate,0.909,SRC_DEMO_001
MIN_003,2030,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2030,expansao,market_capture_factor,1.063,SRC_DEMO_001
MIN_003,2031,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2031,conservador,project_utilization_rate,0.632,SRC_DEMO_001
MIN_003,2031,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2031,conservador,market_capture_factor,0.954,SRC_DEMO_001
MIN_003,2031,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2031,referencia,project_utilization_rate,0.812,SRC_DEMO_001
MIN_003,2031,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2031,referencia,market_capture_factor,1.004,SRC_DEMO_001
MIN_003,2031,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2031,expansao,project_utilization_rate,0.912,SRC_DEMO_001
MIN_003,2031,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2031,expansao,market_capture_factor,1.064,SRC_DEMO_001
MIN_003,2032,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2032,conservador,project_utilization_rate,0.635,SRC_DEMO_001
MIN_003,2032,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2032,conservador,market_capture_factor,0.955,SRC_DEMO_001
MIN_003,2032,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2032,referencia,project_utilization_rate,0.815,SRC_DEMO_001
MIN_003,2032,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2032,referencia,market_capture_factor,1.005,SRC_DEMO_001
MIN_003,2032,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2032,expansao,project_utilization_rate,0.915,SRC_DEMO_001
MIN_003,2032,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2032,expansao,market_capture_factor,1.065,SRC_DEMO_001
MIN_003,2033,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2033,conservador,project_utilization_rate,0.638,SRC_DEMO_001
MIN_003,2033,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2033,conservador,market_capture_factor,0.956,SRC_DEMO_001
MIN_003,2033,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2033,referencia,project_utilization_rate,0.818,SRC_DEMO_001
MIN_003,2033,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2033,referencia,market_capture_factor,1.006,SRC_DEMO_001
MIN_003,2033,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2033,expansao,project_utilization_rate,0.918,SRC_DEMO_001
MIN_003,2033,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2033,expansao,market_capture_factor,1.066,SRC_DEMO_001
MIN_003,2034,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2034,conservador,project_utilization_rate,0.641,SRC_DEMO_001
MIN_003,2034,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2034,conservador,market_capture_factor,0.957,SRC_DEMO_001
MIN_003,2034,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2034,referencia,project_utilization_rate,0.821,SRC_DEMO_001
MIN_003,2034,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2034,referencia,market_capture_factor,1.007,SRC_DEMO_001
MIN_003,2034,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2034,expansao,project_utilization_rate,0.921,SRC_DEMO_001
MIN_003,2034,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2034,expansao,market_capture_factor,1.067,SRC_DEMO_001
MIN_003,2035,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2035,conservador,project_utilization_rate,0.644,SRC_DEMO_001
MIN_003,2035,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2035,conservador,market_capture_factor,0.958,SRC_DEMO_001
MIN_003,2035,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2035,referencia,project_utilization_rate,0.824,SRC_DEMO_001
MIN_003,2035,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2035,referencia,market_capture_factor,1.008,SRC_DEMO_001
MIN_003,2035,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2035,expansao,project_utilization_rate,0.924,SRC_DEMO_001
MIN_003,2035,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2035,expansao,market_capture_factor,1.068,SRC_DEMO_001
MIN_003,2036,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2036,conservador,project_utilization_rate,0.647,SRC_DEMO_001
MIN_003,2036,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2036,conservador,market_capture_factor,0.959,SRC_DEMO_001
MIN_003,2036,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2036,referencia,project_utilization_rate,0.827,SRC_DEMO_001
MIN_003,2036,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2036,referencia,market_capture_factor,1.009,SRC_DEMO_001
MIN_003,2036,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2036,expansao,project_utilization_rate,0.927,SRC_DEMO_001
MIN_003,2036,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2036,expansao,market_capture_factor,1.069,SRC_DEMO_001
MIN_003,2037,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2037,conservador,project_utilization_rate,0.65,SRC_DEMO_001
MIN_003,2037,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2037,conservador,market_capture_factor,0.96,SRC_DEMO_001
MIN_003,2037,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2037,referencia,project_utilization_rate,0.83,SRC_DEMO_001
MIN_003,2037,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2037,referencia,market_capture_factor,1.01,SRC_DEMO_001
MIN_003,2037,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2037,expansao,project_utilization_rate,0.93,SRC_DEMO_001
MIN_003,2037,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2037,expansao,market_capture_factor,1.07,SRC_DEMO_001
MIN_003,2038,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2038,conservador,project_utilization_rate,0.653,SRC_DEMO_001
MIN_003,2038,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2038,conservador,market_capture_factor,0.961,SRC_DEMO_001
MIN_003,2038,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2038,referencia,project_utilization_rate,0.833,SRC_DEMO_001
MIN_003,2038,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2038,referencia,market_capture_factor,1.011,SRC_DEMO_001
MIN_003,2038,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2038,expansao,project_utilization_rate,0.933,SRC_DEMO_001
MIN_003,2038,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2038,expansao,market_capture_factor,1.071,SRC_DEMO_001
MIN_003,2039,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2039,conservador,project_utilization_rate,0.656,SRC_DEMO_001
MIN_003,2039,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2039,conservador,market_capture_factor,0.962,SRC_DEMO_001
MIN_003,2039,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2039,referencia,project_utilization_rate,0.836,SRC_DEMO_001
MIN_003,2039,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2039,referencia,market_capture_factor,1.012,SRC_DEMO_001
MIN_003,2039,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2039,expansao,project_utilization_rate,0.936,SRC_DEMO_001
MIN_003,2039,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2039,expansao,market_capture_factor,1.072,SRC_DEMO_001
MIN_003,2040,conservador,existing_production_growth_rate,0.00348,SRC_DEMO_001
MIN_003,2040,conservador,project_utilization_rate,0.659,SRC_DEMO_001
MIN_003,2040,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_003,2040,conservador,market_capture_factor,0.963,SRC_DEMO_001
MIN_003,2040,referencia,existing_production_growth_rate,0.01148,SRC_DEMO_001
MIN_003,2040,referencia,project_utilization_rate,0.839,SRC_DEMO_001
MIN_003,2040,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_003,2040,referencia,market_capture_factor,1.013,SRC_DEMO_001
MIN_003,2040,expansao,existing_production_growth_rate,0.02048,SRC_DEMO_001
MIN_003,2040,expansao,project_utilization_rate,0.939,SRC_DEMO_001
MIN_003,2040,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_003,2040,expansao,market_capture_factor,1.073,SRC_DEMO_001
MIN_004,2027,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2027,conservador,project_utilization_rate,0.62,SRC_DEMO_001
MIN_004,2027,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2027,conservador,market_capture_factor,0.95,SRC_DEMO_001
MIN_004,2027,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2027,referencia,project_utilization_rate,0.8,SRC_DEMO_001
MIN_004,2027,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2027,referencia,market_capture_factor,1,SRC_DEMO_001
MIN_004,2027,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2027,expansao,project_utilization_rate,0.9,SRC_DEMO_001
MIN_004,2027,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2027,expansao,market_capture_factor,1.06,SRC_DEMO_001
MIN_004,2028,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2028,conservador,project_utilization_rate,0.623,SRC_DEMO_001
MIN_004,2028,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2028,conservador,market_capture_factor,0.951,SRC_DEMO_001
MIN_004,2028,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2028,referencia,project_utilization_rate,0.803,SRC_DEMO_001
MIN_004,2028,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2028,referencia,market_capture_factor,1.001,SRC_DEMO_001
MIN_004,2028,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2028,expansao,project_utilization_rate,0.903,SRC_DEMO_001
MIN_004,2028,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2028,expansao,market_capture_factor,1.061,SRC_DEMO_001
MIN_004,2029,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2029,conservador,project_utilization_rate,0.626,SRC_DEMO_001
MIN_004,2029,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2029,conservador,market_capture_factor,0.952,SRC_DEMO_001
MIN_004,2029,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2029,referencia,project_utilization_rate,0.806,SRC_DEMO_001
MIN_004,2029,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2029,referencia,market_capture_factor,1.002,SRC_DEMO_001
MIN_004,2029,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2029,expansao,project_utilization_rate,0.906,SRC_DEMO_001
MIN_004,2029,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2029,expansao,market_capture_factor,1.062,SRC_DEMO_001
MIN_004,2030,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2030,conservador,project_utilization_rate,0.629,SRC_DEMO_001
MIN_004,2030,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2030,conservador,market_capture_factor,0.953,SRC_DEMO_001
MIN_004,2030,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2030,referencia,project_utilization_rate,0.809,SRC_DEMO_001
MIN_004,2030,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2030,referencia,market_capture_factor,1.003,SRC_DEMO_001
MIN_004,2030,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2030,expansao,project_utilization_rate,0.909,SRC_DEMO_001
MIN_004,2030,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2030,expansao,market_capture_factor,1.063,SRC_DEMO_001
MIN_004,2031,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2031,conservador,project_utilization_rate,0.632,SRC_DEMO_001
MIN_004,2031,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2031,conservador,market_capture_factor,0.954,SRC_DEMO_001
MIN_004,2031,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2031,referencia,project_utilization_rate,0.812,SRC_DEMO_001
MIN_004,2031,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2031,referencia,market_capture_factor,1.004,SRC_DEMO_001
MIN_004,2031,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2031,expansao,project_utilization_rate,0.912,SRC_DEMO_001
MIN_004,2031,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2031,expansao,market_capture_factor,1.064,SRC_DEMO_001
MIN_004,2032,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2032,conservador,project_utilization_rate,0.635,SRC_DEMO_001
MIN_004,2032,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2032,conservador,market_capture_factor,0.955,SRC_DEMO_001
MIN_004,2032,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2032,referencia,project_utilization_rate,0.815,SRC_DEMO_001
MIN_004,2032,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2032,referencia,market_capture_factor,1.005,SRC_DEMO_001
MIN_004,2032,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2032,expansao,project_utilization_rate,0.915,SRC_DEMO_001
MIN_004,2032,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2032,expansao,market_capture_factor,1.065,SRC_DEMO_001
MIN_004,2033,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2033,conservador,project_utilization_rate,0.638,SRC_DEMO_001
MIN_004,2033,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2033,conservador,market_capture_factor,0.956,SRC_DEMO_001
MIN_004,2033,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2033,referencia,project_utilization_rate,0.818,SRC_DEMO_001
MIN_004,2033,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2033,referencia,market_capture_factor,1.006,SRC_DEMO_001
MIN_004,2033,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2033,expansao,project_utilization_rate,0.918,SRC_DEMO_001
MIN_004,2033,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2033,expansao,market_capture_factor,1.066,SRC_DEMO_001
MIN_004,2034,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2034,conservador,project_utilization_rate,0.641,SRC_DEMO_001
MIN_004,2034,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2034,conservador,market_capture_factor,0.957,SRC_DEMO_001
MIN_004,2034,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2034,referencia,project_utilization_rate,0.821,SRC_DEMO_001
MIN_004,2034,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2034,referencia,market_capture_factor,1.007,SRC_DEMO_001
MIN_004,2034,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2034,expansao,project_utilization_rate,0.921,SRC_DEMO_001
MIN_004,2034,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2034,expansao,market_capture_factor,1.067,SRC_DEMO_001
MIN_004,2035,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2035,conservador,project_utilization_rate,0.644,SRC_DEMO_001
MIN_004,2035,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2035,conservador,market_capture_factor,0.958,SRC_DEMO_001
MIN_004,2035,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2035,referencia,project_utilization_rate,0.824,SRC_DEMO_001
MIN_004,2035,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2035,referencia,market_capture_factor,1.008,SRC_DEMO_001
MIN_004,2035,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2035,expansao,project_utilization_rate,0.924,SRC_DEMO_001
MIN_004,2035,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2035,expansao,market_capture_factor,1.068,SRC_DEMO_001
MIN_004,2036,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2036,conservador,project_utilization_rate,0.647,SRC_DEMO_001
MIN_004,2036,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2036,conservador,market_capture_factor,0.959,SRC_DEMO_001
MIN_004,2036,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2036,referencia,project_utilization_rate,0.827,SRC_DEMO_001
MIN_004,2036,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2036,referencia,market_capture_factor,1.009,SRC_DEMO_001
MIN_004,2036,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2036,expansao,project_utilization_rate,0.927,SRC_DEMO_001
MIN_004,2036,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2036,expansao,market_capture_factor,1.069,SRC_DEMO_001
MIN_004,2037,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2037,conservador,project_utilization_rate,0.65,SRC_DEMO_001
MIN_004,2037,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2037,conservador,market_capture_factor,0.96,SRC_DEMO_001
MIN_004,2037,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2037,referencia,project_utilization_rate,0.83,SRC_DEMO_001
MIN_004,2037,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2037,referencia,market_capture_factor,1.01,SRC_DEMO_001
MIN_004,2037,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2037,expansao,project_utilization_rate,0.93,SRC_DEMO_001
MIN_004,2037,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2037,expansao,market_capture_factor,1.07,SRC_DEMO_001
MIN_004,2038,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2038,conservador,project_utilization_rate,0.653,SRC_DEMO_001
MIN_004,2038,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2038,conservador,market_capture_factor,0.961,SRC_DEMO_001
MIN_004,2038,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2038,referencia,project_utilization_rate,0.833,SRC_DEMO_001
MIN_004,2038,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2038,referencia,market_capture_factor,1.011,SRC_DEMO_001
MIN_004,2038,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2038,expansao,project_utilization_rate,0.933,SRC_DEMO_001
MIN_004,2038,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2038,expansao,market_capture_factor,1.071,SRC_DEMO_001
MIN_004,2039,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2039,conservador,project_utilization_rate,0.656,SRC_DEMO_001
MIN_004,2039,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2039,conservador,market_capture_factor,0.962,SRC_DEMO_001
MIN_004,2039,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2039,referencia,project_utilization_rate,0.836,SRC_DEMO_001
MIN_004,2039,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2039,referencia,market_capture_factor,1.012,SRC_DEMO_001
MIN_004,2039,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2039,expansao,project_utilization_rate,0.936,SRC_DEMO_001
MIN_004,2039,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2039,expansao,market_capture_factor,1.072,SRC_DEMO_001
MIN_004,2040,conservador,existing_production_growth_rate,0.00383,SRC_DEMO_001
MIN_004,2040,conservador,project_utilization_rate,0.659,SRC_DEMO_001
MIN_004,2040,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_004,2040,conservador,market_capture_factor,0.963,SRC_DEMO_001
MIN_004,2040,referencia,existing_production_growth_rate,0.01183,SRC_DEMO_001
MIN_004,2040,referencia,project_utilization_rate,0.839,SRC_DEMO_001
MIN_004,2040,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_004,2040,referencia,market_capture_factor,1.013,SRC_DEMO_001
MIN_004,2040,expansao,existing_production_growth_rate,0.02082,SRC_DEMO_001
MIN_004,2040,expansao,project_utilization_rate,0.939,SRC_DEMO_001
MIN_004,2040,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_004,2040,expansao,market_capture_factor,1.073,SRC_DEMO_001
MIN_005,2027,conservador,existing_production_growth_rate,0.00417,SRC_DEMO_001
MIN_005,2027,conservador,project_utilization_rate,0.62,SRC_DEMO_001
MIN_005,2027,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_005,2027,conservador,market_capture_factor,0.95,SRC_DEMO_001
MIN_005,2027,referencia,existing_production_growth_rate,0.01218,SRC_DEMO_001
MIN_005,2027,referencia,project_utilization_rate,0.8,SRC_DEMO_001
MIN_005,2027,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_005,2027,referencia,market_capture_factor,1,SRC_DEMO_001
MIN_005,2027,expansao,existing_production_growth_rate,0.02118,SRC_DEMO_001
MIN_005,2027,expansao,project_utilization_rate,0.9,SRC_DEMO_001
MIN_005,2027,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_005,2027,expansao,market_capture_factor,1.06,SRC_DEMO_001
MIN_005,2028,conservador,existing_production_growth_rate,0.00417,SRC_DEMO_001
MIN_005,2028,conservador,project_utilization_rate,0.623,SRC_DEMO_001
MIN_005,2028,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_005,2028,conservador,market_capture_factor,0.951,SRC_DEMO_001
MIN_005,2028,referencia,existing_production_growth_rate,0.01218,SRC_DEMO_001
MIN_005,2028,referencia,project_utilization_rate,0.803,SRC_DEMO_001
MIN_005,2028,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_005,2028,referencia,market_capture_factor,1.001,SRC_DEMO_001
MIN_005,2028,expansao,existing_production_growth_rate,0.02118,SRC_DEMO_001
MIN_005,2028,expansao,project_utilization_rate,0.903,SRC_DEMO_001
MIN_005,2028,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_005,2028,expansao,market_capture_factor,1.061,SRC_DEMO_001
MIN_005,2029,conservador,existing_production_growth_rate,0.00417,SRC_DEMO_001
MIN_005,2029,conservador,project_utilization_rate,0.626,SRC_DEMO_001
MIN_005,2029,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_005,2029,conservador,market_capture_factor,0.952,SRC_DEMO_001
MIN_005,2029,referencia,existing_production_growth_rate,0.01218,SRC_DEMO_001
MIN_005,2029,referencia,project_utilization_rate,0.806,SRC_DEMO_001
MIN_005,2029,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
MIN_005,2029,referencia,market_capture_factor,1.002,SRC_DEMO_001
MIN_005,2029,expansao,existing_production_growth_rate,0.02118,SRC_DEMO_001
MIN_005,2029,expansao,project_utilization_rate,0.906,SRC_DEMO_001
MIN_005,2029,expansao,annual_efficiency_improvement_rate,0.014,SRC_DEMO_001
MIN_005,2029,expansao,market_capture_factor,1.062,SRC_DEMO_001
MIN_005,2030,conservador,existing_production_growth_rate,0.00417,SRC_DEMO_001
MIN_005,2030,conservador,project_utilization_rate,0.629,SRC_DEMO_001
MIN_005,2030,conservador,annual_efficiency_improvement_rate,0.004,SRC_DEMO_001
MIN_005,2030,conservador,market_capture_factor,0.953,SRC_DEMO_001
MIN_005,2030,referencia,existing_production_growth_rate,0.01218,SRC_DEMO_001
MIN_005,2030,referencia,project_utilization_rate,0.809,SRC_DEMO_001
MIN_005,2030,referencia,annual_efficiency_improvement_rate,0.009,SRC_DEMO_001
